"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"4036","숙박업","03_11_03_P","3390000","3390000-201-1998-00484","19891007","","03","폐업","02","폐업","20160106","","","","051 3277430","349.14","617807","부산광역시 사상구 괘법동 545-6번지","부산광역시 사상구 사상로202번길 24 (괘법동)","46968","에덴장","20150716174155","I","2018-08-31 23:59:59.0","여관업","380833.442903563","186731.164104318","여관업","4","0","1","4","0","0","0","12","0","N","0","","","","","0","","","0","0","N",
"4037","숙박업","03_11_03_P","3390000","3390000-201-1986-00775","19860809","","03","폐업","02","폐업","20130912","","","","051 3017495","333.30","617816","부산광역시 사상구 덕포동 421-1번지","","","수정장","20111021155359","I","2018-08-31 23:59:59.0","여관업","380456.914224216","187651.738211956","여관업","4","1","1","3","0","0","0","14","0","N","0","","","","","0","","","0","0","N",
"4038","숙박업","03_11_03_P","3390000","3390000-201-1986-00778","19860911","","03","폐업","02","폐업","20100309","","","","051 3231771","493.84","617802","부산광역시 사상구 감전동 128-29번지","","","모아장","20090807100918","I","2018-08-31 23:59:59.0","여관업","380218.494349814","186000.239796915","여관업","","","","","","","","12","","N","","","","","","","","","","","N",
"4039","숙박업","03_11_03_P","3390000","3390000-201-1983-00382","19831231","","03","폐업","02","폐업","19980319","","","","051",".00","617809","부산광역시 사상구 괘법동 581-10번지","","","천일장","19990428000000","I","2018-08-31 23:59:59.0","여관업","380756.500496583","186161.068166284","여관업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"4040","숙박업","03_11_03_P","3390000","3390000-201-1989-00471","19891007","","03","폐업","02","폐업","20170810","","","","051 3116539","722.39","617807","부산광역시 사상구 괘법동 545-5번지","부산광역시 사상구 광장로87번길 19 (괘법동)","","서울별장","20170810134412","I","2018-08-31 23:59:59.0","여관업","380836.906511603","186716.288305738","여관업","4","0","1","4","0","0","0","20","0","N","0","","","","","0","","","0","0","N",
"4041","숙박업","03_11_03_P","3390000","3390000-201-2002-00013","19860109","","03","폐업","02","폐업","20180829","","","","051 3012759","117.00","617825","부산광역시 사상구 삼락동 51-9번지","부산광역시 사상구 낙동대로 1554-16 (삼락동)","46901","태양장","20180831155222","I","2018-08-31 23:59:59.0","여관업","380952.407501562","190273.166216413","여관업","3","0","2","3","0","0","14","0","0","N","0","","","","","0","","","0","0","N",
"4042","숙박업","03_11_03_P","3390000","3390000-201-1976-00680","19761025","","03","폐업","02","폐업","20070328","","","","051 3017723","93.66","617815","부산광역시 사상구 덕포동 419-2번지","","","영남여인숙","20060417000000","I","2018-08-31 23:59:59.0","여인숙업","380455.870117783","187747.20012431","여인숙업","","","","","","","","10","","N","","","","","","","","","","","N",
"4043","숙박업","03_11_03_P","3390000","3390000-201-1999-00363","19730602","","03","폐업","02","폐업","20200728","","","","051 3133632","36.24","617806","부산광역시 사상구 괘법동 821-11","부산광역시 사상구 사상로 244-9 (괘법동)","46964","동성여인숙","20201026094408","U","2020-10-28 02:40:00.0","여인숙업","380600.076840101","187082.925462767","여인숙업","3","0","0","0","0","0","0","8","0","N","0","","","","","0","","","0","0","N",
"4044","숙박업","03_11_03_P","3390000","3390000-201-2003-00026","20030925","","03","폐업","02","폐업","20100315","","","","051 5249000","980.58","617802","부산광역시 사상구 감전동 124-11번지","","","밀라노모텔","20051226000000","I","2018-08-31 23:59:59.0","여관업","380143.651277964","186059.688813447","여관업","4","","1","3","","","","28","","N","","","","","임대","","","","","","N",
"4045","숙박업","03_11_03_P","3390000","3390000-201-1975-00003","19751122","","03","폐업","02","폐업","20140707","","","","051 3017472","74.53","617827","부산광역시 사상구 삼락동 417-14번지","부산광역시 사상구 삼덕로46번길 54 (삼락동)","46914","송월","20131022144249","I","2018-08-31 23:59:59.0","여관업","380385.430854592","187581.78576592","여관업","0","0","2","2","0","0","0","13","0","N","0","","","","","0","","","0","0","N",
"4046","숙박업","03_11_03_P","3390000","3390000-201-1985-00844","19850708","","03","폐업","02","폐업","20070315","","","","051 3056996","85.17","617816","부산광역시 사상구 덕포동 421-19번지","","","풍문장","20050513000000","I","2018-08-31 23:59:59.0","여관업","380565.237806009","187652.270099583","여관업","","","","","","","","10","","N","","","","","","","","","","","N",
"4047","숙박업","03_11_03_P","3390000","3390000-201-2003-00007","19890823","","03","폐업","02","폐업","20061012","","","","051 3288811","658.97","617807","부산광역시 사상구 괘법동 535-13번지","","","파크장","20050401000000","I","2018-08-31 23:59:59.0","여관업","380744.190709377","186720.242932338","여관업","","","","","","","","25","","N","","","","","","","","","","","N",
"4048","숙박업","03_11_03_P","3390000","3390000-201-1999-00353","19840803","","03","폐업","02","폐업","20050607","","","","051 3142739","88.90","617808","부산광역시 사상구 괘법동 525-2번지","","","제일장","20041122000000","I","2018-08-31 23:59:59.0","여관업","380472.294503521","186934.996632303","여관업","","","","","","","","11","","N","","","","","","","","","","","N",
"4049","숙박업","03_11_03_P","3390000","3390000-201-2003-00004","19950610","","03","폐업","02","폐업","20140501","","","","051 3232525","103.40","617808","부산광역시 사상구 괘법동 525-1번지","부산광역시 사상구 광장로37번길 54 (괘법동)","46963","동양장","20131022164913","I","2018-08-31 23:59:59.0","여관업","380442.664343896","186935.083968475","여관업","","","","","","","","14","","N","","","","","","","","","","","N",
"4050","숙박업","03_11_03_P","3390000","3390000-201-2004-00009","20040728","","03","폐업","02","폐업","20070411","","","","051 3168889","125.12","617808","부산광역시 사상구 괘법동 525-1번지","","","송화장","20040728000000","I","2018-08-31 23:59:59.0","여관업","380442.664343896","186935.083968475","여관업","","","","","","","","7","","N","","","","","","","","","","","N",
"4051","숙박업","03_11_03_P","3390000","3390000-201-2002-00031","19850912","","03","폐업","02","폐업","20080324","","","","051 3239728","122.88","617807","부산광역시 사상구 괘법동 546-3번지","","","광진장","20031215000000","I","2018-08-31 23:59:59.0","여관업","380755.428156661","186694.209860881","여관업","","","","","","","","16","","N","","","","","","","","","","","N",
"4052","숙박업","03_11_03_P","3390000","3390000-201-1997-00010","19900913","","03","폐업","02","폐업","20210112","","","","051 3240877","1,728.97","617807","부산광역시 사상구 괘법동 536-7","부산광역시 사상구 광장로81번길 30 (괘법동)","46968","(주)서부산관광호텔","20220113084213","U","2022-01-15 02:40:00.0","관광호텔","380780.304060438","186777.469253005","관광호텔","0","0","6","10","0","0","13","38","0","N","0","","","","","0","0","0","0","0","N",
"4053","숙박업","03_11_03_P","3390000","3390000-201-2001-00019","19980203","","03","폐업","02","폐업","20060124","","","","051 3035188","287.11","617827","부산광역시 사상구 삼락동 415-15번지","","","파크장","20060124000000","I","2018-08-31 23:59:59.0","여관업","380051.826535691","187608.631093021","여관업","","","","","","","16","","","N","","","","","","","","","","","N",
"4054","숙박업","03_11_03_P","3390000","3390000-201-1973-00694","19730814","","03","폐업","02","폐업","20060919","","","","051 3057559","49.58","617813","부산광역시 사상구 덕포동 191-4번지","","","지정","20031223000000","I","2018-08-31 23:59:59.0","여인숙업","380877.806224052","187565.512501926","여인숙업","","","","","","","","12","","N","","","","","","","","","","","N",
"4055","숙박업","03_11_03_P","3390000","3390000-201-1973-00695","19730522","","03","폐업","02","폐업","20051122","","","","051","41.42","617819","부산광역시 사상구 모라동 273-1번지","","","대영","20030411000000","I","2018-08-31 23:59:59.0","여인숙업","381236.6758332","190294.416817516","여인숙업","","","","","","","","8","","N","","","","","","","","","","","N",
"4056","숙박업","03_11_03_P","3390000","3390000-201-1986-00777","19860926","","03","폐업","02","폐업","20040127","","","","051 3255543","232.00","617807","부산광역시 사상구 괘법동 549-4번지","","","산장","20031223000000","I","2018-08-31 23:59:59.0","여관업","380997.340861468","186506.203154205","여관업","","","","","","","","10","","N","","","","","","","","","","","N",
"4057","숙박업","03_11_03_P","3390000","3390000-201-1976-00689","19760614","","03","폐업","02","폐업","20030710","","","","051","120.45","617800","부산광역시 사상구 감전동 121-33번지","","","춘일여관","20030710000000","I","2018-08-31 23:59:59.0","여관업","380831.116046797","185930.044323653","여관업","","","","","","","","11","","N","","","","","","","","","","","N",
"4058","숙박업","03_11_03_P","3390000","3390000-201-1980-00845","19800605","","03","폐업","02","폐업","20030825","","","","051","125.20","617800","부산광역시 사상구 감전동 107-3번지","","","제일장","20030825000000","I","2018-08-31 23:59:59.0","여관업","381023.53209483","186165.526912734","여관업","","","","","","","","18","","N","","","","","","","","","","","N",
"4059","숙박업","03_11_03_P","3390000","3390000-201-1981-00610","19810824","","03","폐업","02","폐업","20040909","","","","051","83.83","617837","부산광역시 사상구 주례동 410-5번지","","","주례","20040820000000","I","2018-08-31 23:59:59.0","여관업","382772.709827308","185410.548826817","여관업","","","","","","","","10","","N","","","","","","","","","","","N",
"4060","숙박업","03_11_03_P","3390000","3390000-201-1977-00008","19770629","","03","폐업","02","폐업","20080626","","","","051 3046875","76.79","617814","부산광역시 사상구 덕포동 404-1번지","","","덕포","20040427000000","I","2018-08-31 23:59:59.0","여관업","380714.775630306","187990.829476326","여관업","","","","","","","","16","","N","","","","","","","","","","","N",
"4061","숙박업","03_11_03_P","3390000","3390000-201-1973-00691","19731018","","03","폐업","02","폐업","20080513","","","","051 3232393","45.46","617800","부산광역시 사상구 감전동 115-2번지","","","정화여인숙","20030604000000","I","2018-08-31 23:59:59.0","여인숙업","381097.837599847","186112.915844523","여인숙업","","","","","","","","11","","N","","","","","","","","","","","N",
"4062","숙박업","03_11_03_P","3390000","3390000-201-2002-00028","19840529","","03","폐업","02","폐업","20220503","","","","051 3229200","127.59","617807","부산광역시 사상구 괘법동 546-9","부산광역시 사상구 광장로81번길 9 (괘법동)","46968","동원장","20220503164747","U","2022-05-05 02:40:00.0","여관업","380779.433413388","186662.664262629","여관업","0","0","0","0","0","0","0","17","0","N","0","","","","","0","0","0","0","0","N",
"4063","숙박업","03_11_03_P","3390000","3390000-201-1999-00354","19841016","","03","폐업","02","폐업","20050725","","","","051 3227121","138.96","617807","부산광역시 사상구 괘법동 548-11번지","","","이화장","20040428000000","I","2018-08-31 23:59:59.0","여관업","","","여관업","","","","","","","","18","","N","","","","","","","","","","","N",
"4064","숙박업","03_11_03_P","3390000","3390000-201-1987-00777","19841210","","03","폐업","02","폐업","20120710","","","","051 3233495","206.50","617806","부산광역시 사상구 괘법동 272-10번지","","","복성장","20111021112322","I","2018-08-31 23:59:59.0","여관업","380709.791567625","186843.291614223","여관업","3","0","0","0","0","0","0","19","0","N","0","","","","","0","","","0","0","N",
"4065","숙박업","03_11_03_P","3390000","3390000-201-1979-00356","19790901","","03","폐업","02","폐업","20181119","","","","051311 8551","87.90","617839","부산광역시 사상구 주례동 693-19번지","부산광역시 사상구 사상로 17 (주례동)","47001","은성","20181119165350","U","2018-11-21 02:36:21.0","여관업","382004.756196274","185365.306749496","여관업","3","0","1","3","0","0","0","14","0","N","0","","","","","0","","","0","0","N",
"4066","숙박업","03_11_03_P","3390000","3390000-201-1999-00348","19800808","","03","폐업","02","폐업","20070423","","","","051 3037473","99.73","617815","부산광역시 사상구 덕포동 416-29번지","","","제일여관","20030603000000","I","2018-08-31 23:59:59.0","여관업","380682.59881716","187715.758195558","여관업","","","","","","","","13","","N","","","","","","","","","","","N",
"4067","숙박업","03_11_03_P","3390000","3390000-201-1972-00001","19720417","","03","폐업","02","폐업","20070302","","","","051 3033664","35.07","617816","부산광역시 사상구 덕포동 428-7번지","","","한일여인숙","20030412000000","I","2018-08-31 23:59:59.0","여인숙업","380485.76946017","187381.825418609","여인숙업","","","","","","","","10","","N","","","","","","","","","","","N",
