"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"954","안경업","01_02_01_P","3350000","PHMB220203350024082200001","20200601","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 장전동 400번지 61호","부산광역시 금정구 부산대학로 63 (장전동)","46288","유앤아이 부산대점","20201209101527","U","2020-12-11 02:40:00.0","","389682.123620553","194448.745474426","1","1","1","1","1","","1","","","24",
"955","안경업","01_02_01_P","3350000","PHMB220213350024082200002","20210803","","01","영업/정상","13","영업중","","","","","051-518-5051","","","부산광역시 금정구 장전동 421-14","부산광역시 금정구 금정로 61, 2층 (장전동)","46293","으뜸50안경 부산대점","20210805091316","U","2021-08-07 02:40:00.0","","389846.339716252","194310.309358649","1","0","0","1","1","0","0","0","0","141.93",
"956","안경업","01_02_01_P","3350000","PHMB220183350024082200001","20150731","","04","취소/말소/만료/정지/중지","24","직권폐업","20191016","","","","051-808-7088","","","부산광역시 금정구 장전동 651번지 12호 패밀리외과병원","부산광역시 금정구 온천장로 136-1, 패밀리외과병원 1층 (장전동)","46301","패밀리룩(LOOK)안경원","20191016100255","U","2019-10-18 02:40:00.0","","389817.647325848","193473.411868249","2","2","1","1","1","1","1","1","1","50.74",
"957","안경업","01_02_01_P","3360000","PHMB220053360024082200001","20050318","","03","폐업","03","폐업","20150403","","","","051-941-9733","","618807","부산광역시 강서구 대저2동 2342번지 17호","부산광역시 강서구 대저로 276 (대저1동)","618803","해맑은 안경","20150513080709","I","2018-08-31 23:59:59.0","","380410.353281178","192161.301734999","1","1","1","1","1","1","1","1","1","",
"958","안경업","01_02_01_P","3360000","PHMB220193360024082200001","20190319","","01","영업/정상","13","영업중","","","","","051-971-8843","","","부산광역시 강서구 신호동 215번지 15호","부산광역시 강서구 신호산단2로27번길 3, 103,104호 (신호동)","46759","세컨페이스안경 신호점","20190321102311","I","2019-03-22 05:20:02.0","","371179.51398421","178017.346679391","1","1","","1","1","","","","","104.88",
"959","안경업","01_02_01_P","3360000","PHMB220193360024082200002","20190712","","01","영업/정상","13","영업중","","","","","051-203-3819","","","부산광역시 강서구 명지동 3357번지 2호","부산광역시 강서구 명지국제8로 233, 202호 (명지동)","46726","으뜸플러스(명지점)","20200624163626","U","2020-06-26 02:40:00.0","","374846.363500608","179403.949006528","1","","","1","1","","","","","",
"960","안경업","01_02_01_P","3360000","PHMB220193360024082200003","20191025","","01","영업/정상","13","영업중","","","","","051-990-0518","","","부산광역시 강서구 명지동 3438번지 스타필드 시티 명지점","부산광역시 강서구 명지국제6로 168, 스타필드 시티 명지점 1층 1117호 (명지동)","46726","알로안경 명지스타필드시티점","20191029154706","I","2019-10-31 00:23:03.0","","374851.695086299","178805.753601582","1","1","","1","1","","","","","73",
"961","안경업","01_02_01_P","3360000","PHMB220213360024082200002","20211130","","01","영업/정상","13","영업중","","","","","","","","부산광역시 강서구 명지동 3357-7","부산광역시 강서구 명지국제8로 245, 명지뉴타워복합상가 제2층 203호 (명지동)","46773","으뜸50안경","20211201134250","I","2021-12-03 00:22:43.0","","374986.52552606","179389.349885302","1","0","0","1","1","0","0","0","0","157.96",
"962","안경업","01_02_01_P","3360000","PHMB220213360024082200003","20211206","","01","영업/정상","13","영업중","","","","","051-992-1212","","","","부산광역시 강서구 명지국제8로 229, 부산명지지구아이메디컬 1층 104호 (명지동)","46773","안경매니져 명지점","20211206162304","I","2021-12-08 00:22:43.0","","374816","179400","1","0","0","1","1","0","0","0","0","66.76",
"963","안경업","01_02_01_P","3360000","PHMB220153360024082200001","20150406","","01","영업/정상","13","영업중","","","","","051-203-8843","","","","부산광역시 강서구 명지오션시티4로 65, 103호 (명지동, 대유빌딩)","46764","세컨페이스안경원","20200219120433","U","2020-02-21 02:40:00.0","","373561","177684","1","1","1","2","2","1","1","1","2","",
"964","안경업","01_02_01_P","3360000","PHMB220153360024082200002","20150421","","01","영업/정상","13","영업중","","","","","051-312-2809","","618814","부산광역시 강서구 명지동 3238번지 12호 101호","부산광역시 강서구 명지오션시티4로 70 (명지동)","46765","호산나안경원","20151120132615","I","2018-08-31 23:59:59.0","","373508.720158398","177626.767484166","1","2","2","1","1","1","1","1","1","2",
"965","안경업","01_02_01_P","3360000","PHMB220173360024082200002","20170213","","01","영업/정상","13","영업중","","","","","051-206-2111","","","부산광역시 강서구 명지동 3357-6 미주프라자","부산광역시 강서구 명지국제8로 243, 미주프라자 104호 (명지동)","46773","갤러리안경명지점","20220126092053","U","2022-01-28 02:40:00.0","","374957.728281082","179392.37811441","1","1","1","1","1","1","1","1","2","47.52",
"966","안경업","01_02_01_P","3360000","PHMB220163360024082200001","20160202","","01","영업/정상","13","영업중","","","","","051-941-9419","","","부산광역시 강서구 지사동 1187번지 1호","부산광역시 강서구 과학산단2로20번길 36 (지사동)","46743","모노옵티컬(Mono-Optical)","20160502194750","I","2018-08-31 23:59:59.0","","367108.187126995","185024.484440789","1","1","1","2","2","1","1","2","3","53.5",
"967","안경업","01_02_01_P","3360000","PHMB220153360024082200003","20150603","","01","영업/정상","13","영업중","","","","","051-971-9033","","","","부산광역시 강서구 신호산단2로 29 (신호동)","46759","안경매니져","20151109141300","I","2018-08-31 23:59:59.0","","371180.37604943","177972.675102554","1","2","2","1","1","1","1","1","1","214",
"968","안경업","01_02_01_P","3360000","PHMB220163360024082200002","20160805","","01","영업/정상","13","영업중","","","","","271-7500","","","부산광역시 강서구 명지동 3238번지 203-2호","부산광역시 강서구 명지오션시티11로 66, 2층 203-2호 (명지동, G타워)","46765","안경본데이","20200212141341","U","2020-02-14 02:40:00.0","","373495.79454295","177766.224356155","1","1","1","2","2","1","1","2","3","148.76",
"969","안경업","01_02_01_P","3360000","PHMB220163360024082200003","20161123","","01","영업/정상","13","영업중","","","","","051-206-8843","","","부산광역시 강서구 명지동 3412번지 4호","부산광역시 강서구 명지국제8로 240 (명지동)","46726","세컨페이스","20190926192649","U","2019-09-28 02:40:00.0","","374899.716835871","179322.521008679","1","1","1","1","1","1","1","1","1","48.2",
"970","안경업","01_02_01_P","3360000","PHMB220173360024082200001","20170106","","01","영업/정상","13","영업중","","","","","051-204-2727","","","부산광역시 강서구 명지동 3358번지 7호","부산광역시 강서구 명지국제8로 269, 1층 106, 107호호 (명지동, 유당빌딩)","46726","눈사랑안경 국제신도시점","20200317110134","U","2020-03-19 02:40:00.0","","375222.986528641","179364.528862092","1","1","1","1","2","1","1","2","2","",
"971","안경업","01_02_01_P","3360000","PHMB220103360024082200001","20101101","","01","영업/정상","13","영업중","","","","","051-271-7301","","618814","부산광역시 강서구 명지동 3239번지 명지오션타워 110호 외 2호","부산광역시 강서구 명지오션시티11로 74 (명지동)","46764","이노티안경 명지점","20220616163838","U","2022-06-18 02:40:00.0","","373576.028819056","177767.860366844","1","1","1","1","1","1","1","1","1","218.07",
"972","안경업","01_02_01_P","3360000","PHMB220203360024082200001","20200914","","01","영업/정상","13","영업중","","","","","051-204-0010","","","부산광역시 강서구 명지동 3237-16 리치먼드프라자 106호","부산광역시 강서구 명지오션시티4로 82, 리치먼드프라자 106호 (명지동)","46765","눈사랑안경명지오션시티점","20210730180803","U","2021-08-01 02:40:00.0","","373510.894532737","177506.399099729","1","0","0","3","2","0","0","0","0","68.25",
"973","안경업","01_02_01_P","3360000","PHMB220203360024082200002","20201104","","01","영업/정상","13","영업중","","","","","051-941-1001","","","부산광역시 강서구 대저2동 2026-2","부산광역시 강서구 공항로811번길 47, 1층 (대저2동)","46720","더플러스안경원","20210115174438","U","2021-01-17 02:40:00.0","","378023.374764217","188525.734624346","1","","","1","1","","","","","40",
"974","안경업","01_02_01_P","3360000","PHMB220183360024082200002","20180911","","01","영업/정상","13","영업중","","","","","0512071115","","","부산광역시 강서구 명지동 3420번지 1호 동진빌딩 102호","부산광역시 강서구 명지국제5로 42, 동진빌딩 102호 (명지동)","46726","이노티안경 명지국제신도시점","20180911150437","U","2018-09-11 23:59:59.0","","375025.872105937","179307.764743792","1","2","1","1","2","1","1","2","2","68.74",
"975","안경업","01_02_01_P","3360000","PHMB220213360024082200001","20210203","","01","영업/정상","13","영업중","","","","","051-207-9447","","","부산광역시 강서구 명지동 3595-3 더샵 명지퍼스트월드 3단지 판매시설 150호","부산광역시 강서구 명지국제2로 41, 판매시설 지하1층 150호 (명지동, 더샵 명지퍼스트월드 3단지)","46726","아이클래씨안경","20210203111955","I","2021-02-05 00:23:13.0","","373735.179018815","179050.378104766","1","","","1","1","","","","","53.2",
"976","안경업","01_02_01_P","3370000","PHMB220193370022082200002","20190819","","03","폐업","03","폐업","20210729","","","","051-710-9016","","","부산광역시 연제구 거제동 1177번지 42호 거제동 이진빌","부산광역시 연제구 월드컵대로 221-4, 거제동 이진빌 1층 102호 (거제동)","47525","아이템안경원","20210729173142","U","2021-07-31 02:40:00.0","","388686.159873386","189707.220657804","1","1","0","1","1","0","0","0","0","71.84",
"977","안경업","01_02_01_P","3370000","PHMB219803370022082200001","19801031","","03","폐업","03","폐업","20120404","","","","051)862-4193","","611085","부산광역시 연제구 연산5동 1359-6","","","한일안경원","20120404113314","I","2018-08-31 23:59:59.0","","","","0","0","0","0","0","0","0","0","0","",
"978","안경업","01_02_01_P","3370000","PHMB219853370022082200001","19850326","","03","폐업","03","폐업","20210329","","","","051)505-4118","","611072","부산광역시 연제구 거제2동 986-7","부산광역시 연제구 아시아드대로 60 (거제동)","47525","누네트","20210329164501","U","2021-03-31 02:40:00.0","","388286.670136873","189821.60139803","0","0","0","0","0","0","0","0","0","",
"979","안경업","01_02_01_P","3370000","PHMB219853370022082200003","19850615","","03","폐업","03","폐업","20210318","","","","051)759-8888","","611089","부산광역시 연제구 연산9동 418-18","부산광역시 연제구 과정로 185 (연산동)","47558","씨채널연산토곡점","20210318151850","U","2021-03-20 02:40:00.0","","391836.547414795","189638.371226433","0","0","0","0","0","0","0","0","0","",
"980","안경업","01_02_01_P","3370000","PHMB219863370022082200001","19860708","","03","폐업","03","폐업","20141126","","","","051)865-9147","","611082","부산광역시 연제구 연산2동 761-10","부산광역시 연제구 월드컵대로 71 (연산동)","611826","세안당","20141126164735","I","2018-08-31 23:59:59.0","","389751.619285957","188824.448188797","0","0","0","0","0","0","0","0","0","",
"981","안경업","01_02_01_P","3370000","PHMB219873370022082200001","19870922","","03","폐업","03","폐업","20210426","","","","051)868-8663","","611083","부산광역시 연제구 연산3동 1800-17","부산광역시 연제구 연수로 218 (연산동)","47614","인테리","20210426162322","U","2021-04-28 02:40:00.0","","390743.640419337","188034.426006726","0","0","0","0","0","0","0","0","0","",
"982","안경업","01_02_01_P","3370000","PHMB219873370022082200002","19871118","","03","폐업","03","폐업","20180327","","","","051)865-4639","","611083","부산광역시 연제구 연산3동 1800-8","부산광역시 연제구 연수로 222-1 (연산동)","47614","눈빛나라안경삼신사","20180409100347","I","2018-08-31 23:59:59.0","","390782.343546116","188028.740620811","0","0","0","0","0","0","0","0","0","",
"983","안경업","01_02_01_P","3370000","PHMB219983370022082200001","19980311","","03","폐업","03","폐업","20200131","","","","051)852-4560","","611082","부산광역시 연제구 연산2동 825-42(1층)","부산광역시 연제구 연수로 104 (연산동)","47608","눈치코치안경원","20200131113516","U","2020-02-02 02:40:00.0","","389608.62390164","188191.608500777","0","0","0","0","0","0","0","0","0","",
