"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","판매점영업면적",
"3600","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320143340025087500008","20140715","","03","폐업","03","폐업","20150626","","","","293-1888","","604849","부산광역시 사하구 하단동 529번지 1호","부산광역시 사하구 낙동대로486번길 6 (하단동)","49325","씨유하단골든빌점","20150804094622","I","2018-08-31 23:59:59.0","","379359.783609391","180536.710155389","132",
"3601","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320143340025087500010","20140729","","03","폐업","03","폐업","20200601","","","","051-205-8883","","604829","부산광역시 사하구 당리동 313번지 1호","부산광역시 사하구 낙동대로436번길 48 (당리동)","49326","GS25사하당리","20200601152823","U","2020-06-04 02:40:00.0","","379831.27311216","180331.037503278","33",
"3602","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320143340025087500012","20140814","","03","폐업","03","폐업","20150210","","","","051-207-1331","","604852","부산광역시 사하구 하단동 511번지 1호","부산광역시 사하구 낙동대로 501 (하단동)","604852","(주) 비지에프리테일 하단로또일등점","20150210144915","I","2018-08-31 23:59:59.0","","379180.749315307","180641.949630785","75.6",
"3603","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500089","20121108","","03","폐업","03","폐업","20121115","","","","051-202-0181","","604812","부산광역시 사하구 괴정동 554번지 11호","부산광역시 사하구 장평로 438-1 (괴정동)","604812","세븐괴정4호점","20131023095521","I","2018-08-31 23:59:59.0","","381056.944223718","179370.704474608","33",
"3604","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500090","20121108","","03","폐업","03","폐업","20141007","","","","051-291-8888","","604806","부산광역시 사하구 감천동 805번지 6호","부산광역시 사하구 사하로 90 (감천동)","604806","씨유SK은광가스충전소점","20141007140643","I","2018-08-31 23:59:59.0","","381822.819464154","178595.71402293","33",
"3605","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500094","20121109","","03","폐업","03","폐업","20141013","","","","1577-9621","","604838","부산광역시 사하구 신평동 597번지 7호","부산광역시 사하구 하신번영로173번길 20 (신평동)","604838","미니스톱부산신평점","20141014132050","I","2018-08-31 23:59:59.0","","378560.603693148","179443.226219752","33",
"3606","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500095","20121109","","03","폐업","03","폐업","20171229","","","","051-202-2563","","604834","부산광역시 사하구 신평동 633번지 6호","부산광역시 사하구 하신번영로151번길 40 (신평동)","49431","GS25신평공단점","20171229114030","I","2018-08-31 23:59:59.0","","378455.809542805","179234.911144621","67.79",
"3607","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500098","20121109","","03","폐업","03","폐업","20180627","","","","051-261-7659","","604845","부산광역시 사하구 장림동 332번지 6호","부산광역시 사하구 장림번영로 32 (장림동)","49482","GS25장림우주점","20180627113525","I","2018-08-31 23:59:59.0","","379491.805793203","177498.0365421","39.6",
"3608","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500103","20121109","","03","폐업","03","폐업","20170404","","","","051-203-4569","","604831","부산광역시 사하구 당리동 341번지 26호","부산광역시 사하구 낙동대로 358 (당리동)","49330","세븐일레븐당리미소점","20170404140734","I","2018-08-31 23:59:59.0","","380342.592610273","179850.318175513","33",
"3609","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320143340025087500013","20140827","","03","폐업","03","폐업","20160203","","","","051-206-1135","","604853","부산광역시 사하구 하단동 872번지 13호","부산광역시 사하구 낙동대로550번길 13 (하단동)","49315","(주) 비지에프리테일 동아대2호점","20160203175310","I","2018-08-31 23:59:59.0","","379056.048785992","181121.995143443","115.5",
"3610","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500101","20121109","","03","폐업","03","폐업","20200413","","","","051-204-8751","","604849","부산광역시 사하구 하단동 800번지 9호","부산광역시 사하구 낙동대로550번길 5 (하단동)","49315","GS25승학점","20200413135355","U","2020-04-15 02:40:00.0","","379022.462638256","181112.564160367","112",
"3611","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500104","20121109","","03","폐업","03","폐업","20150126","","","","051-206-0554","","604850","부산광역시 사하구 하단동 608번지 1호","부산광역시 사하구 하신중앙로 296 (하단동)","604850","GS25하단동매점","20150126180408","I","2018-08-31 23:59:59.0","","378926.781968298","180039.910277046","66",
"3612","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500106","20121112","","03","폐업","03","폐업","20130712","","","","051-204-6717","","604834","부산광역시 사하구  614번지 5호 1층","부산광역시 사하구 하신번영로167번길 5, 1층 (신평동)","604834","세븐일레븐부산신평제일점","20131021140245","I","2018-08-31 23:59:59.0","","378624.540222354","179344.343023577","49.5",
"3613","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500151","20121116","","03","폐업","03","폐업","20201210","","","","051-292-2816","","604852","부산광역시 사하구 하단동 525번지 5호","부산광역시 사하구 낙동남로1405번길 9-11 (하단동)","49312","세븐일레븐하단에덴점","20201211111350","U","2020-12-13 02:40:00.0","","379046.341153203","180407.579590373","49.5",
"3614","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500109","20121112","","03","폐업","03","폐업","20160519","","","","051-205-2307","","604806","부산광역시 사하구 감천동 771번지 1호","부산광역시 사하구 을숙도대로 873 (감천동)","49446","GS25부산감천항점","20160519171134","I","2018-08-31 23:59:59.0","","382149.372352667","178424.293172969","90",
"3615","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500164","20121119","","03","폐업","03","폐업","20160901","","","","051-262-8838","","604823","부산광역시 사하구 다대1동 926번지 7호","부산광역시 사하구 윤공단로 140 (다대동)","49493","미니스톱부산다대점","20160902112349","I","2018-08-31 23:59:59.0","","379973.734342802","175337.794234988","99",
"3616","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500120","20121113","","03","폐업","03","폐업","20140319","","","","051-265-8466","","604783","부산광역시 사하구 다대동 1624번지 다대동 롯데캐슬 몰운대아파트","부산광역시 사하구 다대낙조2길 100 (다대동, 다대동 롯데캐슬 몰운대아파트)","604783","세븐일레븐부산다대롯데캐슬점","20140320105157","I","2018-08-31 23:59:59.0","","379255.918825109","174835.290190736","33",
"3617","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500121","20121113","","03","폐업","03","폐업","20170203","","","","051-206-4501","","604836","부산광역시 사하구 신평동 370번지 169호","부산광역시 사하구 신산로 72 (신평동)","49434","GS신평크로시스점","20170203163725","I","2018-08-31 23:59:59.0","","378961.354905037","178513.724024584","66",
"3618","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320133340025087500027","20130719","","03","폐업","03","폐업","20151026","","","","051-266-8673","","604824","부산광역시 사하구 다대동 382번지 7호 자유마트 129호","부산광역시 사하구 다대로 613, 129호 (다대동, 자유마트)","49525","프리마트24","20151027162041","I","2018-08-31 23:59:59.0","","379765.992331912","174289.976688419","99",
"3619","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500160","20121116","","03","폐업","03","폐업","20121221","","","","051-291-8959","","604852","부산광역시 사하구 하단동 525번지 8호","부산광역시 사하구 낙동남로 1399 (하단동)","604852","바이더웨이하단세양점","20130930120019","I","2018-08-31 23:59:59.0","","379059.721412955","180375.316444663","49.5",
"3620","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500123","20121113","","03","폐업","03","폐업","20200228","","","","051-201-1988","","604852","부산광역시 사하구 하단동 526번지 12호","부산광역시 사하구 낙동남로1423번길 3 (하단동)","49311","씨유하단스마일점","20200228141317","U","2020-03-01 02:40:00.0","","379287.746810279","180376.706250078","82.5",
"3621","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500128","20121113","","03","폐업","03","폐업","20160519","","","","051-905-7115","","604828","부산광역시 사하구 당리동 104번지 1호","부산광역시 사하구 제석로 82 (당리동)","49323","세븐일레븐사하당리중앙점","20160519132804","I","2018-08-31 23:59:59.0","","380121.263695906","180476.250939476","49.5",
"3622","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500129","20120113","","03","폐업","03","폐업","20171107","","","","051-205-6290","","604815","부산광역시 사하구 괴정동 1025번지 5호","부산광역시 사하구 낙동대로216번길 17 (괴정동)","49337","세븐일레븐부산괴정양지점","20171107170610","I","2018-08-31 23:59:59.0","","381623.004423706","179835.077680621","82.5",
"3623","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320133340025087500022","20130507","","03","폐업","03","폐업","20190829","","","","051-202-4125","","604808","부산광역시 사하구 괴정동 213번지 12호","부산광역시 사하구 대티로1번길 49 (괴정동)","49319","GS25괴정스타점","20190829142745","U","2019-08-31 02:40:00.0","","382156.412383828","180292.792415751","",
"3624","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500152","20121116","","03","폐업","03","폐업","20190116","","","","051-201-3424","","604851","부산광역시 사하구 하단동 497번지 4호","부산광역시 사하구 낙동대로516번길 23 (하단동)","49324","세븐일레븐동아대점","20190116162119","U","2019-01-18 02:40:00.0","","379145.966481836","180972.78337735","49.5",
"3625","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500153","20121116","","03","폐업","03","폐업","20201211","","","","051-262-0959","","604845","부산광역시 사하구 장림동 349번지 29호","부산광역시 사하구 장평로145번길 47 (장림동)","49482","세븐일레븐장림2호점","20201214090620","U","2020-12-16 02:40:00.0","","379618.769401913","177423.189720532","49.5",
"3626","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500161","20121116","","03","폐업","03","폐업","20190709","","","","051-201-1427","","604838","부산광역시 사하구 신평동 589번지 1호","부산광역시 사하구 하신번영로 201 (신평동)","49431","바이더웨이부산가락타운점","20190709160314","U","2019-07-11 02:40:00.0","","378500.600560395","179507.05943758","49.5",
"3627","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320133340025087500024","20130508","","03","폐업","03","폐업","20180911","","","","051-292-8909","","604851","부산광역시 사하구 하단동 870번지 167호","부산광역시 사하구 낙동대로549번길 53 (하단동)","49304","하프타임하단점","20180911174025","U","2018-09-11 23:59:59.0","","378699.787127522","181027.202372591","",
"3628","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500163","20121116","","03","폐업","03","폐업","20170928","","","","070-8843-4954","","604817","부산광역시 사하구 구평동 217번지","부산광역시 사하구 감천항로 187 (구평동)","49454","GS25사하구평점","20170928131629","I","2018-08-31 23:59:59.0","","381502.231286173","177053.119656162","99",
"3629","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500175","20121226","","03","폐업","03","폐업","20160121","","","","051-204-4408","","604829","부산광역시 사하구 당리동 313번지 33호","부산광역시 사하구 승학로 54 (당리동)","49326","씨유당리해별점","20160121134742","I","2018-08-31 23:59:59.0","","379923.087144188","180264.994387137","69.3",
