"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","기공용레스수","원심주조기수","기공용모터수","아세틸렌수","치과용프레스수","전기로수","포셀린로수","초음파청소기수","서베이어수","진동기수","트리머수","기공용컴프레서수","샌드기수","진공매몰기수","핀덱스수",
"669","치과기공소","01_02_04_P","3380000","PHMB320113380023062300001","20110517","","01","영업/정상","13","영업중","","","","","051-863-2872","","","부산광역시 수영구 남천동 11번지 16호 한주빌딩","부산광역시 수영구 광남로 14, 한주빌딩 4층 (남천동)","48307","뉴마스터치과기공소","20210702133802","U","2021-07-04 02:40:00.0","","392231.534173307","184808.701031985","1","1","5","2","1","2","2","1","1","1","1","1","1","1","1",
"670","치과기공소","01_02_04_P","3380000","PHMB320133380023062300003","20130704","","01","영업/정상","13","영업중","","","","","051-754-2803","","","부산광역시 수영구 수영동 449번지 22호","부산광역시 수영구 망미번영로52번길 105, 3층 (수영동)","48232","신치과기공소","20170911115050","I","2018-08-31 23:59:59.0","","392537.181939699","187571.017046868","1","1","5","1","1","2","1","1","2","1","1","1","2","1","1",
"671","치과기공소","01_02_04_P","3380000","PHMB320143380023062300003","20141106","","01","영업/정상","13","영업중","","","","","051-612-8828","","","","부산광역시 수영구 수영로 455 (남천동)","48316","예작치과기공소","20201022102354","U","2020-10-24 02:40:00.0","","392198.953810261","185081.085510877","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"672","치과기공소","01_02_04_P","3380000","PHMB320163380023062300001","20160614","","01","영업/정상","13","영업중","","","","","051-783-2897","","","부산광역시 수영구 남천동","부산광역시 수영구 남천바다로 18, 4층 (남천동, 보광빌딩)","48314","지앤피치과기공소","20190719152217","U","2019-07-21 02:40:00.0","","392439.454272694","185389.024595508","2","1","12","1","1","3","3","1","2","3","1","2","2","1","1",
"673","치과기공소","01_02_04_P","3380000","PHMB320163380023062300002","20161005","","01","영업/정상","13","영업중","","","","","051-755-8554","","","부산광역시 수영구 망미동 823-2","부산광역시 수영구 연수로282번길 8, 2층 (망미동)","48234","Best 치과기공소","20211108093330","U","2021-11-10 02:40:00.0","","391363.501526056","187964.630172415","1","1","4","1","1","2","2","1","1","1","1","1","2","1","1",
"674","치과기공소","01_02_04_P","3380000","PHMB320163380023062300003","20161104","","01","영업/정상","13","영업중","","","","","051-754-0428","","","부산광역시 수영구 광안동 1038번지 4호","부산광역시 수영구 연수로 378-2 (광안동)","48242","주 치과기공소","20190719152302","U","2019-07-21 02:40:00.0","","392264.095891627","187672.731351902","1","1","3","1","1","2","2","1","1","1","1","1","1","1","1",
"675","치과기공소","01_02_04_P","3380000","PHMB320183380023062300001","20180626","","01","영업/정상","13","영업중","","","","","051-754-1444","","","","부산광역시 수영구 광서로 18 (광안동)","48246","에이블 치과기공소(Able Dental Lab)","20210928101341","U","2021-09-30 02:40:00.0","","392416.454055173","187063.372463545","1","1","4","1","1","1","3","1","2","1","1","1","2","1","1",
"676","치과기공소","01_02_04_P","3380000","PHMB320213380023062300004","20210713","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 1077-10 큐비 메디컬센터","부산광역시 수영구 수영로 675, 큐비 메디컬센터 8층 (광안동)","48243","이도치과기공소","20210714090021","I","2021-07-16 00:22:53.0","","392580.6009106","187240.115750513","1","2","2","0","1","0","1","1","1","1","1","1","1","0","1",
"677","치과기공소","01_02_04_P","3380000","PHMB320213380023062300005","20191212","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 541-32","부산광역시 수영구 장대골로68번길 3, 1층 (광안동)","48251","다윗치과기공소","20210924173403","I","2021-09-26 00:22:48.0","","391812.716763261","186570.690985852","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",
"678","치과기공소","01_02_04_P","3380000","PHMB320213380023062300006","20210928","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 693-10","부산광역시 수영구 광서로 18, 2층 (광안동)","48246","에스엠치과기공소","20210928165903","I","2021-09-30 00:23:02.0","","392416.454055173","187063.372463545","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1",
"679","치과기공소","01_02_04_P","3380000","PHMB320213380023062300003","20180706","","01","영업/정상","13","영업중","","","","","051-805-2804","","","부산광역시 수영구 수영동 444-15","부산광역시 수영구 수영로 709-1, 2층 (수영동)","48227","SOUL치과기공소","20210602175510","I","2021-06-04 00:22:55.0","","392805.701024993","187500.927435648","1","1","4","1","1","2","2","1","1","1","1","2","1","1","1",
"680","치과기공소","01_02_04_P","3380000","PHMB320213380023062300002","20210430","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 741-11","부산광역시 수영구 수영로 585, 2층 (광안동)","48255","시애틀치과기공소","20210430174219","I","2021-05-02 00:22:57.0","","392453.188974694","186364.510191868","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"681","치과기공소","01_02_04_P","3380000","PHMB320213380023062300001","20091014","","01","영업/정상","13","영업중","","","","","051-633-0529","","","부산광역시 수영구 광안동 1039-1","부산광역시 수영구 망미번영로38번길 36, 3층 (광안동)","48242","어래치과기공소","20210118133047","I","2021-01-20 00:23:04.0","","392214.22740522","187649.096634098","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"682","치과기공소","01_02_04_P","3390000","PHMB320073390023062300002","20070307","","03","폐업","03","폐업","20170629","","","","051-310-7999","","617815","부산광역시 사상구 덕포2동 419번지 3호","부산광역시 사상구 사상로309번길 26 (덕포동)","46948","e-편한치과기공소","20170629133914","I","2018-08-31 23:59:59.0","","380487.527926134","187744.070346723","1","1","2","1","1","1","1","1","1","1","1","0","0","0","0",
"683","치과기공소","01_02_04_P","3390000","PHMB320153390023062300001","20150105","","03","폐업","03","폐업","20180322","","","","","","","","부산광역시 사상구 가야대로366번길 3, 3층 (주례동)","47006","동이기공소","20180323094712","I","2018-08-31 23:59:59.0","","383351.287933637","185373.839730972","4","1","4","1","1","1","2","1","1","1","1","1","2","1","1",
"684","치과기공소","01_02_04_P","3390000","PHMB320153390023062300002","20150325","","03","폐업","03","폐업","20150909","","","","","","617827","부산광역시 사상구 삼락동 413번지 7호","부산광역시 사상구 낙동대로1264번길 32 (삼락동)","46912","블루치과기공소","20150910144450","I","2018-08-31 23:59:59.0","","380183.731362298","187732.810529705","1","1","3","1","1","1","1","1","1","1","1","1","2","1","1",
"685","치과기공소","01_02_04_P","3390000","PHMB319883390023062300001","19881228","","01","영업/정상","13","영업중","","","","","051-316-1043","","617806","부산광역시 사상구 괘법동 269번지 1호","부산광역시 사상구 사상로238번길 34 (괘법동)","46965","세원치과기공소","20111118171654","I","2018-08-31 23:59:59.0","","380756.497604381","187019.757565794","1","1","2","1","1","1","1","1","1","1","1","","","","",
"686","치과기공소","01_02_04_P","3390000","PHMB319943390023062300001","19940901","","01","영업/정상","13","영업중","","","","","051-323-7363","","617800","부산광역시 사상구 감전동 121번지 22호","부산광역시 사상구 새벽로168번길 37 (감전동)","46981","반석치과기공소","20111118171743","I","2018-08-31 23:59:59.0","","380829.816315673","185883.930957557","1","1","2","1","1","1","1","1","1","1","1","","","","",
"687","치과기공소","01_02_04_P","3390000","PHMB320073390023062300001","20070126","","01","영업/정상","13","영업중","","","","","051-304-1006","","617820","부산광역시 사상구 모라1동 448번지 1호 (3층)","부산광역시 사상구 백양대로907번길 7 (모라동)","46929","예성치과기공소","20111118172237","I","2018-08-31 23:59:59.0","","381211.667618758","189374.388046863","1","1","2","1","1","1","1","1","1","1","1","","","","",
"688","치과기공소","01_02_04_P","3390000","PHMB320033390023062300001","20030714","","01","영업/정상","13","영업중","","","","","051-328-2833","","","","부산광역시 사상구 가야대로 276, 10층 (주례동, M-square 메디컬센터)","47012","굿모닝치과기공소","20170525135727","I","2018-08-31 23:59:59.0","","382506.85353300000","185558.37504800000","1","1","10","1","1","1","1","1","1","1","1","1","1","1","1",
"689","치과기공소","01_02_04_P","3390000","PHMB320083390023062300001","20080301","","01","영업/정상","13","영업중","","","","","304-2875","","617081","부산광역시 사상구 모라1동 272번지 11호","부산광역시 사상구 사상로 567 (모라동)","46916","에이원 덴탈랩","20200423130857","U","2020-04-25 02:40:00.0","","381172.503759466","190210.858025097","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"690","치과기공소","01_02_04_P","3390000","PHMB320063390023062300001","20060428","","01","영업/정상","13","영업중","","","","","051-316-2804","","617807","부산광역시 사상구 괘법동 554번지 23호 (3층)","부산광역시 사상구 사상로181번길 5 (괘법동)","46974","웰치과기공소","20120330115801","I","2018-08-31 23:59:59.0","","380827.535881798","186459.490852072","1","1","2","1","1","1","1","1","1","1","1","","","","",
"691","치과기공소","01_02_04_P","3390000","PHMB320113390023062300001","20110517","","01","영업/정상","13","영업중","","","","","07077562804","","","부산광역시 사상구 엄궁동 503번지 1호","부산광역시 사상구 낙동대로 786, 4층 (엄궁동)","47039","화이트치과기공소","20170830144844","I","2018-08-31 23:59:59.0","","379579.352512034","182914.025686363","1","1","4","1","1","1","2","1","1","1","1","1","1","1","1",
"692","치과기공소","01_02_04_P","3390000","PHMB320153390023062300003","20151211","","01","영업/정상","13","영업중","","","","","051-242-7450","","","","부산광역시 사상구 학감대로 157, 4층 (학장동, 자동차용품도매)","47023","스타치과기공소","20220222172848","U","2022-02-24 02:40:00.0","","381088.685156996","184691.014032598","3","1","4","0","1","1","1","1","2","2","1","1","1","1","1",
"693","치과기공소","01_02_04_P","3390000","PHMB320173390023062300001","20171017","","01","영업/정상","13","영업중","","","","","051-304-2875","","","","부산광역시 사상구 사상로 567, 2층 (모라동)","46916","연합치과기공소","20171018093639","I","2018-08-31 23:59:59.0","","381187.63421954","190209.13480152","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"694","치과기공소","01_02_04_P","3390000","PHMB320173390023062300002","20171017","","01","영업/정상","13","영업중","","","","","051-304-2839","","","","부산광역시 사상구 사상로 567, 2층 (모라동)","46916","아트원","20171018093618","I","2018-08-31 23:59:59.0","","381187.63421954","190209.13480152","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"695","치과기공소","01_02_04_P","3390000","PHMB320173390023062300003","20171017","","01","영업/정상","13","영업중","","","","","051-304-2839","","","","부산광역시 사상구 사상로 567, 2층 (모라동)","46916","진치과기공소","20171018093541","I","2018-08-31 23:59:59.0","","381187.63421954","190209.13480152","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"696","치과기공소","01_02_04_P","3390000","PHMB320173390023062300004","20171106","","01","영업/정상","13","영업중","","","","","051-325-2804","","","부산광역시 사상구 주례동 1162번지 168호","부산광역시 사상구 가야대로282번길 18, 2층 (주례동)","47012","온치과기공소","20190701161532","U","2019-07-03 02:40:00.0","","382431.369263968","185233.11257785","1","1","4","1","1","2","2","1","1","1","1","2","2","1","1",
"697","치과기공소","01_02_04_P","3390000","PHMB320173390023062300005","20171122","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 덕포동 417번지 10호 부산정형외과","부산광역시 사상구 사상로 325, 2층 (덕포동)","46948","해수치과기공소","20200417165030","U","2020-04-19 02:40:00.0","","380641.900390408","187869.837713105","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"698","치과기공소","01_02_04_P","3390000","PHMB320043390023062300001","20041125","","01","영업/정상","13","영업중","","","","","051-301-5503","","617819","부산광역시 사상구 모라동 273번지 15호","부산광역시 사상구 사상로 556 (모라동)","46916","밀알치과기공소","20090312102210","I","2018-08-31 23:59:59.0","","381205.445552502","190089.818513466","1","1","2","1","1","1","1","1","1","1","1","","","","",
