"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"441","저수조청소업","09_30_14_P","3390000","339000031200600003","20191127","","01","영업/정상","11","정상","","","","","051)317-0661","","","부산광역시 사상구 모라동 1361 모라동원타운(주)부창컨설팅 9동 402호","부산광역시 사상구 백양대로 851, 모라동원타운(주)부창컨설팅 9동 4층 402호 (모라동)","46930","(주)부창컨설팅","20220408101311","U","2022-04-12 02:40:00.0","","381161.2741216","189074.01336753","31","","0","","","","","저수조청소업",
"442","저수조청소업","09_30_14_P","3390000","339000031200700001","20071228","","01","영업/정상","11","정상","","","","","315-8969","","","부산광역시 사상구 괘법동 557-17","부산광역시 사상구 사상로181번길 34 (괘법동)","","대진환경","20210107134936","U","2021-01-09 02:40:00.0","","380806.921933243","186321.549354879","31","","","","","","2020.6.20. 일반우편 반송","저수조청소업",
"443","저수조청소업","09_30_14_P","3390000","339000031200800001","20080612","","01","영업/정상","11","정상","","","","","518-4706","","","부산광역시 사상구 감전동 501-4","부산광역시 사상구 장인로 16 (감전동)","","대일산업개발","20220408103032","U","2022-04-12 02:40:00.0","","379581.904659779","184532.428009947","31","","0","","","","","저수조청소업",
"444","저수조청소업","09_30_14_P","3390000","339000031201600001","20070316","","01","영업/정상","11","정상","","","","","0518634070","","","부산광역시 사상구 감전동 154-7","부산광역시 사상구 가야대로103번길 26 (감전동)","46987","(주)나우시스템","20220615080134","U","2022-06-17 02:40:00.0","","380795.613886346","185440.39513947","31","","0","","","","","저수조청소업",
"445","저수조청소업","09_30_14_P","3390000","339000031202100001","20210125","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 괘법동 376-29 송백사세탁","부산광역시 사상구 광장로97번길 38, 송백사세탁 (괘법동)","46965","(주)백양환경시스템","20210125112131","I","2021-01-27 00:23:03.0","","380904.276923017","186909.922505463","31","","","","","","","저수조청소업",
"446","저수조청소업","09_30_14_P","3390000","339000031202100002","20210125","","01","영업/정상","11","정상","","","","","051-315-3456","","","부산광역시 사상구 학장동 574-111 1차삼성아파트 상가동 104호","부산광역시 사상구 대동로 148-29, 상가동 1층 104호 (학장동, 1차삼성아파트)","47052","태광크린산업","20210125112332","I","2021-01-27 00:23:03.0","","380753.003983998","184018.929368907","31","","","","","","","저수조청소업",
"447","저수조청소업","09_30_14_P","3390000","339000031200600001","20120821","","03","폐업","2","폐업","20120822","","","","051)31207353","","","부산광역시 사상구 학장동 272-7","부산광역시 사상구 학감대로 181  (학장동)","","(주)금융환경 엔지니어링","20150105205949","I","2018-08-31 23:59:59.0","","381087.362763505","184937.368874688","31","","","","","","사업종료","저수조청소업",
"448","저수조청소업","09_30_14_P","3390000","339000031199500001","20121022","","03","폐업","2","폐업","20121022","","","","","","","부산광역시 사상구 모라동 282-5","부산광역시 사상구 모라로37번길 43  (모라동)","","은혜환경산업","20150105205949","I","2018-08-31 23:59:59.0","","380961.850459794","189998.46596229","31","","","","","","영업부진","저수조청소업",
"449","저수조청소업","09_30_14_P","3390000","339000031200400002","20120808","","03","폐업","2","폐업","20120808","","","","","","","부산광역시 사상구 괘법동 549-11","부산광역시 사상구 광장로 102  (괘법동)","","고대개발","20150105205949","I","2018-08-31 23:59:59.0","","381047.967630404","186556.671260757","31","","","","","","영업부진","저수조청소업",
"450","저수조청소업","09_30_14_P","3390000","339000031200500002","20060503","","03","폐업","2","폐업","","","","","","","","부산광역시 사상구 엄궁동 556-6","부산광역시 사상구 낙동대로 809-51  (엄궁동)","","정수환경","20150105205949","I","2018-08-31 23:59:59.0","","379574.939721532","183110.776627276","31","","","","","","영업부진","저수조청소업",
"451","저수조청소업","09_30_14_P","3390000","339000031200500003","20121109","","03","폐업","2","폐업","20121109","","","","051-303-7873","","","부산광역시 사상구 모라동 552","부산광역시 사상구 모라로110번길 121 (모라동)","","사상지역자활센터","20150105205949","I","2018-08-31 23:59:59.0","","381779.166455538","189006.404394703","31","","","","","","영업부진","저수조청소업",
"452","저수조청소업","09_30_14_P","3390000","339000031201100001","20120402","","03","폐업","2","폐업","20120402","","","","051-939-9561","","","부산광역시 북구 화명동 749 26통3반  화명유림아파트 103동 501호","부산광역시 북구 화명대로 110 (화명동)","","우성환경산업","20150105205949","I","2018-08-31 23:59:59.0","","383872.748395264","194712.393757873","31","","","","","","사업부진","저수조청소업",
"453","저수조청소업","09_30_14_P","3390000","339000031201400001","20140617","","03","폐업","2","폐업","20160315","","","","","","","부산광역시 사상구 삼락동 416-18","부산광역시 사상구 낙동대로 1234 (삼락동)","","월드크린피아","20160316095320","I","2018-08-31 23:59:59.0","","380053.983366767","187471.159159337","31","","","","","","영업부진","저수조청소업",
"454","저수조청소업","09_30_14_P","3400000","340000031201900001","20190218","","01","영업/정상","11","정상","","","","","","","","부산광역시 기장군 기장읍 대라리 112-6","부산광역시 기장군 기장읍 차성남로 74-16","46070","창도종합환경","20190218161213","I","2019-02-20 02:21:26.0","","401611.795520442","195761.626232847","31","","","","","","","저수조청소업",
"455","저수조청소업","09_30_14_P","3400000","340000031201900002","20190403","","01","영업/정상","11","정상","","","","","","","","부산광역시 기장군 기장읍 교리 350-5 삼화페인트","부산광역시 기장군 기장읍 차성동로154번길 11, 삼화페인트","46055","미미산업(주)","20190530173942","U","2019-06-01 02:40:00.0","","401843.097072658","196955.540272685","31","","","","","","","저수조청소업",
"456","저수조청소업","09_30_14_P","3400000","340000031202100001","20210913","","01","영업/정상","11","정상","","","","","051-900-0880","","","부산광역시 기장군 정관읍 예림리 508-1","부산광역시 기장군 정관읍 정관로 859","46020","(사)친환경복지가로누리","20210913172643","I","2021-09-15 00:22:49.0","","400522.324418394","205100.737009758","31","","0","","","","","저수조청소업",
"457","저수조청소업","09_30_14_P","3400000","340000031201100001","20191014","","01","영업/정상","11","정상","","","","","722-9100","","","부산광역시 기장군 장안읍 좌천리 265-2","부산광역시 기장군 장안읍 좌천로 78-7","46033","크린포스","20191014112101","U","2019-10-16 02:40:00.0","","403935.521374407","204103.437100017","31","","","","","","","저수조청소업",
"458","저수조청소업","09_30_14_P","3400000","340000031201600002","20161117","","01","영업/정상","11","정상","","","","","051-761-1345","","","부산광역시 기장군 기장읍 대변리 423-3","부산광역시 기장군 기장읍 대변로 154, 322호","","주식회사 케이에스 금상","20161117164933","I","2018-08-31 23:59:59.0","","402789.748360406","194134.946126511","31","","","","","","","저수조청소업",
"459","저수조청소업","09_30_14_P","3400000","340000031201600001","20160105","","01","영업/정상","11","정상","","","","","051-727-3363","","","","부산광역시 기장군 정관읍 정관로 563, 502호","","(주)우진디엠씨","20210803152101","U","2021-08-05 02:40:00.0","","397844.63546200000","204981.64080200000","31","","0","","","","","저수조청소업",
"460","저수조청소업","09_30_14_P","3400000","340000031200300002","20080317","","01","영업/정상","11","정상","","","","","531-1130","","","부산광역시 기장군 기장읍 동부리 331-9","부산광역시 기장군 기장읍 반송로 1576","","늘푸른산업","20180730145924","I","2018-08-31 23:59:59.0","","401235.136344818","196516.101463845","31","","","","","","","저수조청소업",
"461","저수조청소업","09_30_14_P","3400000","340000031200800001","20170714","","01","영업/정상","11","정상","","","","","0517230274","","","부산광역시 기장군 기장읍 대라리 129-11","부산광역시 기장군 기장읍 차성동로20번길 9-1","","그린환경","20180730173220","I","2018-08-31 23:59:59.0","","401566.930695658","195743.813708052","31","","","","","","","저수조청소업",
"462","저수조청소업","09_30_14_P","3400000","340000031200800002","20190218","","01","영업/정상","11","정상","","","","","0519444494","","","부산광역시 기장군 기장읍 동부리 374-7 후레쉬포크","부산광역시 기장군 기장읍 차성동로122번길 16, 후레쉬포크","46063","(주)올위드","20190218161220","U","2019-02-20 02:40:00.0","","401799.431632008","196605.506318479","31","","","","","","","저수조청소업",
"463","저수조청소업","09_30_14_P","3400000","340000031202000001","20200212","","03","폐업","2","폐업","20210218","","","","051-521-8815","","","부산광역시 기장군 정관읍 예림리 603","부산광역시 기장군 정관읍 예림1로 82","46020","(사)한국장애인공존협회","20210220095907","U","2021-02-23 02:40:00.0","","400796.569773069","205199.822523986","31","","","","","","실적부진으로 인한 폐업","저수조청소업",
"464","저수조청소업","09_30_14_P","3400000","340000031200900001","20110309","","03","폐업","2","폐업","20110310","","","","051-722-7250","","","부산광역시 기장군 기장읍 교리 351-6","부산광역시 기장군 기장읍 차성동로 160-17","","가가용역(주)부산지사","20150105205929","I","2018-08-31 23:59:59.0","","401812.847318369","196999.728998926","31","","","","","","사업장 이전","저수조청소업",
"465","저수조청소업","09_30_14_P","3400000","340000031201200001","20120207","","03","폐업","2","폐업","20140415","","","","722-4363","","","부산광역시 기장군 일광면 이천리 415","부산광역시 기장군 일광면 이천3길 14","","크린환경","20160404134839","I","2018-08-31 23:59:59.0","","403590.070206333","198564.363936364","31","","","","","","","저수조청소업",
"466","저수조청소업","09_30_14_P","3400000","340000031201700001","20170213","","03","폐업","2","폐업","20201109","","","","051-721-5203","","","","부산광역시 기장군 일광면 삼성3길 43, 203호 (드림오션)","","대아이앤씨(주)","20201112134100","U","2020-11-14 02:40:00.0","","403298","198482","31","","","","","","해당사업 포기","저수조청소업",
"467","저수조청소업","09_30_14_P","3400000","340000031200700001","20081204","","03","폐업","2","폐업","20081204","","","","051)724-5571","","","부산광역시 기장군 기장읍 대라리 416-3","부산광역시 기장군 기장읍 차성로 281","","광명종합기업(주)","20150105205929","I","2018-08-31 23:59:59.0","","401398.336817082","195943.364659485","31","","","","","","신축이전(관내 폐업)","저수조청소업",
