"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","약국영업면적","지정일자",
"4190","약국","01_01_06_P","3390000","PHMD120153390023084000004","20150424","","03","폐업","03","폐업","20160901","","","","051-323-8808","","","","부산광역시 사상구 학장로324번길 8, 101호 (주례동)","47012","수민약국","20160901113801","I","2018-08-31 23:59:59.0","","382224.289753769","185157.402036074","77.45","20150424",
"4191","약국","01_01_06_P","3390000","PHMD120153390023084000005","20150507","","03","폐업","03","폐업","20190607","","","","051-327-6585","","617020","부산광역시 사상구 학장동 610번지 9호","부산광역시 사상구 대동로 143 (학장동)","47050","화신약국","20190607093006","U","2019-06-09 02:40:00.0","","380629.544494772","184192.516389709","103","20150507",
"4192","약국","01_01_06_P","3390000","PHMD120153390023084000008","20151116","","03","폐업","03","폐업","20160901","","","","051-316-8581","","","","부산광역시 사상구 사상로 3 (주례동)","47001","행복약국","20160901130354","I","2018-08-31 23:59:59.0","","382108.136878474","185310.707571231","44","20151116",
"4193","약국","01_01_06_P","3390000","PHMD120163390023084000001","20160222","","03","폐업","03","폐업","20170302","","","","051-322-8210","","","","부산광역시 사상구 엄궁로 91 (엄궁동)","47043","비타민약국","20170302135313","I","2018-08-31 23:59:59.0","","379964.558892079","182376.59129808","99","20160222",
"4194","약국","01_01_06_P","3390000","PHMD120163390023084000002","20160330","","03","폐업","03","폐업","20170901","","","","051-312-6288","","","","부산광역시 사상구 광장로 7 (괘법동, 홈플러스)","46970","유일약국","20170901094124","I","2018-08-31 23:59:59.0","","380128.339808636","186803.363627811","33","20160330",
"4195","약국","01_01_06_P","3390000","PHMD120163390023084000004","20160901","","03","폐업","03","폐업","20170425","","","","051-316-8581","","","","부산광역시 사상구 사상로 3 (주례동)","47001","행복약국","20170426091546","I","2018-08-31 23:59:59.0","","382108.136878474","185310.707571231","44","20160901",
"4196","약국","01_01_06_P","3390000","PHMD120163390023084000005","20160901","","03","폐업","03","폐업","20180928","","","","051-323-8808","","","","부산광역시 사상구 학장로324번길 8, 101호 (주례동, 부산사회체육센타)","47012","수민약국","20180928132821","U","2018-09-28 23:59:59.0","","382224.289753769","185157.402036074","77.45","20160901",
"4197","약국","01_01_06_P","3390000","PHMD120163390023084000007","20161201","","03","폐업","03","폐업","20210429","","","","322-7871","","","","부산광역시 사상구 가야대로 288, 207-1호 (주례동, 창조센츄리아파트)","47013","드림약국","20210429092843","U","2021-05-01 02:40:00.0","","382556.905339833","185265.260383209","27","20161201",
"4198","약국","01_01_06_P","3390000","PHMD120173390023084000001","20170302","","03","폐업","03","폐업","20180401","","","","051-322-8210","","","","부산광역시 사상구 엄궁로 91 (엄궁동)","47043","비타민약국","20180330094504","I","2018-08-31 23:59:59.0","","379964.558892079","182376.59129808","108.9","20170302",
"4199","약국","01_01_06_P","3390000","PHMD120173390023084000002","20170410","","03","폐업","03","폐업","20170428","","","","051-316-1176","","","","부산광역시 사상구 가야대로 276 (주례동, M-square 메디컬센터)","47012","스마트약국","20170428100522","I","2018-08-31 23:59:59.0","","382506.85353300000","185558.37504800000","58.9","20170410",
"4200","약국","01_01_06_P","3390000","PHMD120183390023084000002","20180401","","03","폐업","03","폐업","20180919","","","","051-322-8210","","","","부산광역시 사상구 엄궁로 91 (엄궁동)","47043","비타민약국","20180919103841","U","2018-09-19 23:59:59.0","","379964.558892079","182376.59129808","108.9","20180401",
"4201","약국","01_01_06_P","3390000","PHMD120183390023084000003","20180514","","03","폐업","03","폐업","20181015","","","","051-311-3413","","","","부산광역시 사상구 사상로 246, 102호 (괘법동)","46964","열린약국","20181015110418","U","2018-10-15 23:59:59.0","","380563.791847255","187085.86512914","61.63","20180514",
"4202","약국","01_01_06_P","3390000","PHMD120103390023084000013","20101213","","03","폐업","03","폐업","20101231","","","","051-311-3322","","617820","부산광역시 사상구 모라1동 512번지 3호","부산광역시 사상구 백양대로 886 (모라동)","","동해약국","20101231111547","I","2018-08-31 23:59:59.0","","381329.268807564","189193.214409686","38.9","20101213",
"4203","약국","01_01_06_P","3390000","PHMD120103390023084000014","20101231","","03","폐업","03","폐업","20120416","","","","051-311-3322","","617820","부산광역시 사상구 모라1동 512번지 3호","부산광역시 사상구 백양대로 886 (모라동)","617081","모라열린약국","20120416095311","I","2018-08-31 23:59:59.0","","381329.268807564","189193.214409686","38.9","20101231",
"4204","약국","01_01_06_P","3390000","PHMD120113390023084000001","20110120","","03","폐업","03","폐업","20120810","","","","051-325-1698","","617836","부산광역시 사상구 주례1동 315번지 4호 (1층 일부)","부산광역시 사상구 양지로 24 (주례동, 1층 일부)","617011","솔약국","20120810110555","I","2018-08-31 23:59:59.0","","382529.496863398","185697.166366272","39.4","20110120",
"4205","약국","01_01_06_P","3390000","PHMD119673390023084000001","19670512","","03","폐업","03","폐업","20120810","","","","051-301-2618","","617822","부산광역시 사상구 모라1동 861번지 1호","부산광역시 사상구 사상로 478 (모라동)","617080","모라약국","20120810154107","I","2018-08-31 23:59:59.0","","380971.799330511","189353.006436659","0","19670512",
"4206","약국","01_01_06_P","3390000","PHMD119753390023084000001","19751203","","03","폐업","03","폐업","20130913","","","","051-316-6723","","617060","부산광역시 사상구 괘법동 552번지 18호","부산광역시 사상구 사상로 148 (괘법동)","617060","제일약국","20130916095833","I","2018-08-31 23:59:59.0","","381040.640707417","186276.795130137","0","19751203",
"4207","약국","01_01_06_P","3390000","PHMD119773390023084000001","19770506","","03","폐업","03","폐업","20090817","","","","051-316-1323","","617050","부산광역시 사상구 감전동 120번지 1호","","","종합약국","20090817115108","I","2018-08-31 23:59:59.0","","380885.156532743","185989.51017291","0","19770506",
"4208","약국","01_01_06_P","3390000","PHMD119773390023084000003","19770919","","03","폐업","03","폐업","20090625","","","","051-315-6163","","617060","부산광역시 사상구 괘법동 526번지 4호","","","중앙약국","20090625112121","I","2018-08-31 23:59:59.0","","380561.453420893","186844.26189264","0","19770919",
"4209","약국","01_01_06_P","3390000","PHMD119833390023084000002","19831108","","03","폐업","03","폐업","20110415","","","","051-301-7823","","617070","부산광역시 사상구 삼락동 418번지 31호","부산광역시 사상구 운산로 31 (삼락동)","","제일약국","20110421142548","I","2018-08-31 23:59:59.0","","380343.847729046","187310.033681668","79","19831108",
"4210","약국","01_01_06_P","3390000","PHMD119853390023084000001","19850410","","03","폐업","03","폐업","20210507","","","","051-325-1170","","617030","부산광역시 사상구 엄궁동 530번지 16호","부산광역시 사상구 낙동대로 774-1 (엄궁동)","47039","동산약국","20210507094324","U","2021-05-09 02:40:00.0","","379620.879634713","182971.652453358","0","19850410",
"4211","약국","01_01_06_P","3390000","PHMD119853390023084000003","19850720","","03","폐업","03","폐업","20190731","","","","051-317-0979","","617030","부산광역시 사상구 엄궁동 468번지 1호","부산광역시 사상구 낙동대로 764 (엄궁동)","47039","대시민약국","20190731161446","U","2019-08-02 02:40:00.0","","379592.168978061","182873.447835084","0","19850720",
"4212","약국","01_01_06_P","3390000","PHMD119863390023084000002","19860429","","03","폐업","03","폐업","20170925","","","","051-324-2896","","617060","부산광역시 사상구 괘법동 523번지 12호","부산광역시 사상구 사상로 249 (괘법동)","46963","대흥약국","20170925135329","I","2018-08-31 23:59:59.0","","380512.451544636","187111.339554095","24","19860429",
"4213","약국","01_01_06_P","3390000","PHMD119923390023084000001","19921103","","03","폐업","03","폐업","20141201","","","","051-322-8210","","617030","부산광역시 사상구 엄궁동 678번지 4호","부산광역시 사상구 엄궁로 91 (엄궁동)","617030","인제당약국","20141201113402","I","2018-08-31 23:59:59.0","","379964.558892079","182376.59129808","0","19921103",
"4214","약국","01_01_06_P","3390000","PHMD119943390023084000001","19940307","","03","폐업","03","폐업","20111024","","","","051-315-2663","","617050","부산광역시 사상구 감전동 143번지 1호","부산광역시 사상구 새벽시장로 70 (감전동)","","제일약국","20111021134028","I","2018-08-31 23:59:59.0","","380471.783364948","185757.3372725","0","19940307",
"4215","약국","01_01_06_P","3390000","PHMD119993390023084000001","19990521","","03","폐업","03","폐업","20100201","","","","051-316-5570","","617050","부산광역시 사상구 감전동 138번지 1호","부산광역시 사상구 학감대로 250 (감전동)","","대명문약국","20100201110222","I","2018-08-31 23:59:59.0","","381329.941602782","185602.016272775","31.16","19990521",
"4216","약국","01_01_06_P","3390000","PHMD119993390023084000002","19990831","","03","폐업","03","폐업","20130624","","","","051-313-3074","","617818","부산광역시 사상구 모라1동 1367번지 1호","부산광역시 사상구 백양대로 905 (모라동)","617080","우리들약국","20130625092506","I","2018-08-31 23:59:59.0","","381237.840312604","189350.888929905","29.06","19990831",
"4217","약국","01_01_06_P","3390000","PHMD119993390023084000003","19991026","","03","폐업","03","폐업","20091231","","","","051-301-5488","","617814","부산광역시 사상구 덕포2동 404번지 13호","부산광역시 사상구 삼덕로 73 (덕포동)","","백천약국","20091231111342","I","2018-08-31 23:59:59.0","","380742.450603273","187884.032122665","22.14","19991026",
"4218","약국","01_01_06_P","3390000","PHMD120003390023084000002","20000518","","03","폐업","03","폐업","20150226","","","","051-315-0484","","617837","부산광역시 사상구 주례1동 757번지","부산광역시 사상구 사상로 2-1 (주례동)","617837","정약국","20150226164227","I","2018-08-31 23:59:59.0","","382147.924037027","185347.042333552","47.31","20000518",
"4219","약국","01_01_06_P","3390000","PHMD120003390023084000004","20000822","","03","폐업","03","폐업","20081230","","","","051-312-8643","","","부산광역시 사상구 주례2동 506번지","","","초원약국","20081231115159","I","2018-08-31 23:59:59.0","","","","15","20000822",
"4220","약국","01_01_06_P","3390000","PHMD120003390023084000005","20001110","","03","폐업","03","폐업","20210805","","","","051-313-2337","","617807","부산광역시 사상구 괘법동 547번지 18호","부산광역시 사상구 사상로 172 (괘법동)","46975","영남약국","20210805165340","U","2021-08-10 02:40:00.0","","380901.229444213","186445.430953537","53.4","20001110",
"4221","약국","01_01_06_P","3390000","PHMD120013390023084000001","20010221","","03","폐업","03","폐업","20180821","","","","051-317-1729","","617020","부산광역시 사상구 학장동 611번지 4호","부산광역시 사상구 대동로 159 (학장동)","47050","보경약국","20180821115324","I","2018-08-31 23:59:59.0","","380689.407822111","184286.04510068","23","20010221",
"4222","약국","01_01_06_P","3390000","PHMD120013390023084000002","20010607","","03","폐업","03","폐업","20140602","","","","051-323-8657","","617030","부산광역시 사상구 엄궁동 645번지","부산광역시 사상구 농산물시장로 25-70 (엄궁동)","617831","농심약국","20140602104218","I","2018-08-31 23:59:59.0","","","","25.2","20010607",
"4223","약국","01_01_06_P","3390000","PHMD120013390023084000003","20011020","","03","폐업","03","폐업","20111114","","","","051-315-3904","","617030","부산광역시 사상구 엄궁동 618번지 23호","부산광역시 사상구 엄궁북로 2 (엄궁동)","","보광약국","20111114094224","I","2018-08-31 23:59:59.0","","379546.428210521","182854.31610367","59.4","20011020",
